Appelation,Parker,Robinson,Suckling,Prix
Fronsac,87.0,None,87.0,107.52
Pessac-Léognan,91.0,91.0,91.0,47.83
Côtes de Bourg,88.0,88.0,None,224.0
Saint-Emilion,None,16.0,None,409.0
Saint-Emilion,94.0,94.0,94.0,146.0
Saint-Julien,89.0,89.0,89.0,69.0
Bordeaux,91.0,91.0,None,77.0
Saint-Emilion,89.0,89.0,None,628.0
Pessac-Léognan,94.0,94.0,None,513.0
Saint-Emilion,None,17.0,17.0,129.0
Pauillac,92.0,92.0,92.0,83.0
Pomerol,None,None,93.5,46.0
Saint-Emilion,91.0,91.0,91.0,39.0
Pomerol,88.0,None,88.0,54.08
Saint-Julien,91.0,91.0,91.0,360.0
Bordeaux,None,None,None,10.42
Saint-Emilion,94.0,94.0,None,346.0
Margaux,None,15.0,15.0,215.1
Pomerol,None,15.5,15.5,84.0
Margaux,None,15.5,15.5,22.33
Pomerol,94.0,94.0,94.0,85.0
Pessac-Léognan,93.0,93.0,93.0,450.0
Pauillac,87.0,None,None,29.5
Saint-Estèphe,97.0,97.0,97.0,765.0
Saint-Estèphe,90.0,90.0,90.0,90.0
Saint-Emilion,None,None,94.5,40.0
Médoc,88.0,88.0,88.0,110.4
Saint-Emilion,None,None,None,13.42
Pomerol,None,None,89.5,144.0
Pomerol,100.0,100.0,100.0,310.0
Pauillac,90.0,90.0,None,31.08
Saint-Emilion,None,17.5,None,553.0
Pessac-Léognan,98.0,98.0,98.0,345.0
Saint-Estèphe,100.0,100.0,100.0,265.0
Bordeaux Blancs Secs,None,None,None,168.0
Saint-Julien,95.0,95.0,95.0,290.0
Saint-Emilion,None,16.5,16.5,87.0
Margaux,88.5,88.5,88.5,48.0
Pauillac,90.0,90.0,90.0,114.29
Pomerol,91.0,91.0,91.0,86.0
Saint-Julien,98.0,98.0,98.0,445.0
Margaux,89.0,89.0,89.0,44.17
Pessac-Léognan,94.0,94.0,94.0,230.0
Saint-Emilion,85.0,85.0,85.0,27.5
Saint-Estèphe,88.0,88.0,88.0,26.0
Pauillac,90.0,None,None,185.0
Saint-Julien,88.0,88.0,None,56.0
Pessac-Léognan,None,None,None,179.17
Pauillac,87.0,87.0,None,167.0
Pomerol,99.0,99.0,99.0,445.0
Pessac-Léognan,97.0,97.0,97.0,320.0
Saint-Emilion,None,15.0,15.0,175.0
Saint-Emilion,92.0,92.0,None,98.83
Pessac-Léognan,95.0,95.0,95.0,222.5
Saint-Julien,93.0,93.0,None,660.0
Saint-Emilion,87.0,None,87.0,181.2
Pomerol,88.0,88.0,88.0,44.0
Saint-Julien,91.0,91.0,91.0,105.0
Sauternes,95.0,95.0,95.0,59.0
Médoc,90.0,90.0,90.0,36.42
Margaux,94.0,94.0,94.0,93.58
Saint-Emilion,91.0,None,91.0,61.0
Pomerol,97.0,97.0,97.0,210.0
Saint-Emilion,88.0,88.0,88.0,42.0
Saint-Estèphe,None,15.0,15.0,23.0
Margaux,89.0,None,89.0,53.33
Saint-Emilion,92.0,92.0,92.0,175.0
Saint-Estèphe,94.0,94.0,94.0,70.9
Pessac-Léognan,87.0,87.0,87.0,67.0
Pessac-Léognan,95.0,95.0,95.0,250.0
Haut-Médoc,89.0,89.0,89.0,33.0
Pomerol,93.0,93.0,93.0,87.0
Pomerol,93.0,93.0,93.0,149.0
Saint-Emilion,98.0,98.0,98.0,286.0
Sauternes,92.0,92.0,None,140.0
Pauillac,91.0,91.0,91.0,86.0
Saint-Estèphe,90.0,90.0,90.0,58.0
Saint-Estèphe,92.0,92.0,92.0,35.0
Pomerol,90.0,90.0,90.0,34.0
Saint-Julien,92.0,92.0,92.0,66.0
Pessac-Léognan,87.0,None,None,129.6
Pomerol,None,None,95.5,95.0
Sauternes,None,18.0,None,430.0
Saint-Estèphe,88.0,None,88.0,52.0
Sauternes,91.0,None,91.0,26.0
Margaux,90.0,90.0,90.0,99.0
Pauillac,91.0,91.0,91.0,95.0
Sauternes,None,None,None,68.33
Sauternes,94.0,94.0,94.0,41.0
Pomerol,97.0,97.0,97.0,420.0
Saint-Estèphe,90.0,90.0,90.0,40.0
Saint-Emilion,None,16.0,None,109.2
Saint-Julien,None,None,92.0,31.0
Saint-Emilion,92.0,None,92.0,48.0
Saint-Emilion,92.0,92.0,92.0,49.0
Pomerol,88.0,88.0,88.0,28.0
Pauillac,98.0,98.0,98.0,950.0
Saint-Estèphe,None,None,91.5,18.0
Pessac-Léognan,90.0,None,90.0,28.0
Pomerol,None,None,88.5,117.0
Saint-Emilion,92.0,None,92.0,785.0
Barsac,94.0,94.0,None,58.17
Saint-Emilion,90.0,None,None,555.0
Saint-Emilion,92.0,92.0,92.0,28.0
Margaux,93.0,93.0,93.0,253.0
Saint-Julien,94.0,94.0,94.0,75.0
Pomerol,86.0,86.0,86.0,65.0
Saint-Emilion,92.0,92.0,92.0,40.0
Saint-Emilion,89.0,89.0,89.0,32.0
Pomerol,90.0,90.0,90.0,105.0
Saint-Julien,91.0,91.0,91.0,101.0
Saint-Julien,96.0,None,None,535.0
Pomerol,90.0,90.0,90.0,33.0
Saint-Emilion,89.0,89.0,89.0,49.1
Saint-Emilion,96.0,96.0,96.0,150.0
Pauillac,93.0,93.0,93.0,128.33
Saint-Emilion,88.0,88.0,None,1047.0
Bordeaux Blancs Secs,None,17.0,17.0,295.0
Pauillac,99.0,99.0,99.0,1250.0
Pomerol,87.0,None,None,49.0
Saint-Emilion,94.0,94.0,94.0,54.0
Saint-Julien,98.0,98.0,None,535.0
Pomerol,87.0,None,87.0,38.2
Saint-Emilion,None,None,91.5,105.0
Margaux,94.0,94.0,None,950.0
Margaux,97.0,97.0,None,1580.0
Pessac-Léognan,89.0,89.0,89.0,25.0
Pomerol,None,None,94.5,59.33
Pomerol,None,None,None,195.0
Pessac-Léognan,96.0,96.0,96.0,455.5
Pessac-Léognan,90.0,90.0,90.0,48.7
Pessac-Léognan,None,None,93.0,48.0
Haut-Médoc,None,None,None,19.5
Margaux,None,16.0,None,695.0
Saint-Emilion,90.0,None,None,555.0
Castillon Côtes de Bordeaux,None,None,87.5,17.4
Haut-Médoc,None,16.0,16.0,18.17
Saint-Julien,90.0,90.0,90.0,62.33
Margaux,87.0,87.0,None,600.0
Pomerol,95.0,95.0,95.0,160.17
Saint-Emilion,94.0,94.0,None,655.0
Sauternes,95.0,95.0,95.0,59.0
Saint-Estèphe,96.0,96.0,96.0,470.0
Saint-Emilion,None,16.5,None,730.0
Saint-Julien,87.0,87.0,87.0,211.8
Margaux,90.0,90.0,None,1590.0
Pauillac,96.0,96.0,None,440.0
Saint-Estèphe,92.0,92.0,92.0,39.0
Bordeaux Blancs Secs,88.0,None,None,61.0
Saint-Julien,96.0,96.0,96.0,123.6
Margaux,None,16.5,None,119.0
Saint-Emilion,90.0,90.0,90.0,150.0
Pomerol,93.0,None,93.0,85.0
Saint-Emilion,92.0,92.0,92.0,115.0
Pauillac,86.0,86.0,86.0,160.8
Saint-Emilion,100.0,100.0,100.0,1250.0
Saint-Emilion,90.0,None,90.0,34.3
Margaux,74.0,None,None,765.0
Pomerol,88.0,88.0,88.0,43.0
Saint-Estèphe,93.0,93.0,93.0,191.7
Saint-Emilion,94.0,94.0,None,499.0
Margaux,93.0,93.0,93.0,236.0
Saint-Emilion,89.0,89.0,89.0,55.5
Margaux,None,None,92.0,50.0
Margaux,98.0,98.0,98.0,460.0
Margaux,89.0,89.0,89.0,124.0
Saint-Emilion,90.5,90.5,90.5,357.0
Pessac-Léognan,95.0,95.0,95.0,712.33
Pauillac,None,None,None,50.0
Pessac-Léognan,89.0,89.0,None,210.0
Pauillac,None,None,None,35.33
Pauillac,87.0,87.0,87.0,53.4
Margaux,91.0,91.0,91.0,416.67
Pauillac,85.0,None,None,310.0
Pomerol,None,16.5,16.5,61.17
Haut-Médoc,None,None,None,12.17
Saint-Estèphe,92.0,92.0,None,580.0
Saint-Estèphe,94.0,94.0,94.0,99.0
Saint-Julien,94.0,94.0,94.0,420.0
Haut-Médoc,90.0,90.0,90.0,62.0
Pomerol,None,17.0,17.0,101.0
Pomerol,90.0,90.0,90.0,148.0
Saint-Emilion,98.0,98.0,98.0,1080.0
Montagne-Saint-Emilion,None,None,92.0,22.83
Saint-Emilion,None,15.5,None,127.68
Saint-Julien,None,17.0,None,87.33
Francs Côtes de Bordeaux,92.0,None,92.0,22.5
Pessac-Léognan,None,None,91.5,86.4
Haut-Médoc,91.0,91.0,91.0,36.5
Sauternes,93.0,93.0,93.0,52.67
Saint-Emilion,94.0,94.0,94.0,42.5
Lalande de Pomerol,None,None,None,142.8
Saint-Emilion,None,None,None,65.0
Puisseguin-Saint-Emilion,87.0,None,87.0,27.3
Pauillac,None,16.0,16.0,142.5
Pomerol,None,None,91.0,155.0
Pauillac,95.0,95.0,95.0,1030.0
Pomerol,None,None,95.0,140.0
Pessac-Léognan,94.0,94.0,94.0,1008.0
Saint-Julien,92.0,92.0,92.0,64.5
Saint-Emilion,91.0,91.0,91.0,52.0
Pessac-Léognan,91.0,91.0,91.0,588.0
Pauillac,None,15.5,15.5,52.0
Pauillac,80.0,None,None,150.0
Saint-Julien,91.0,91.0,91.0,130.0
Fronsac,None,None,93.5,24.5
Margaux,88.0,88.0,88.0,165.0
Saint-Estèphe,94.0,94.0,94.0,245.0
Pauillac,90.0,90.0,90.0,41.25
Saint-Emilion,93.0,93.0,None,149.0
Saint-Estèphe,94.0,94.0,94.0,230.0
Pomerol,95.0,95.0,95.0,69.33
Pomerol,None,None,92.5,199.5
Castillon Côtes de Bordeaux,None,16.0,None,119.67
Haut-Médoc,88.0,88.0,88.0,27.0
Pauillac,88.0,88.0,88.0,85.0
Bordeaux Blancs Secs,None,None,None,133.0
Saint-Emilion,91.0,91.0,91.0,31.17
Pomerol,87.0,87.0,87.0,120.0
Saint-Emilion,97.0,97.0,97.0,710.0
Sauternes,None,15.0,None,110.0
Saint-Estèphe,95.0,95.0,95.0,230.0
Pessac-Léognan,95.0,95.0,None,78.5
Fronsac,None,None,90.5,102.0
Bordeaux Blancs Secs,93.0,93.0,93.0,155.0
Margaux,87.75,None,None,1495.0
Saint-Emilion,93.0,93.0,93.0,99.0
Saint-Emilion,None,15.0,15.0,445.0
Pomerol,None,16.0,16.0,75.9
Saint-Emilion,None,None,None,160.0
Saint-Estèphe,92.0,92.0,92.0,39.5
Margaux,96.0,96.0,96.0,358.67
Pauillac,93.0,93.0,93.0,365.0
Sauternes,None,17.0,None,277.2
Pessac-Léognan,92.0,92.0,92.0,45.8
Pomerol,88.0,88.0,88.0,79.0
Pessac-Léognan,89.0,None,89.0,27.0
Haut-Médoc,None,None,89.5,108.0
Pauillac,90.0,90.0,90.0,41.0
Sauternes,91.0,91.0,None,365.0
Saint-Emilion,90.0,90.0,90.0,285.6
Pessac-Léognan,None,16.5,16.5,403.2
Saint-Emilion,90.0,None,90.0,31.5
Saint-Emilion,92.0,92.0,92.0,49.0
Saint-Julien,93.0,93.0,93.0,505.0
Fronsac,86.0,86.0,None,24.0
Pomerol,90.0,90.0,90.0,86.0
Listrac,90.0,90.0,90.0,41.67
Haut-Médoc,None,None,None,16.4
Sauternes,None,None,None,209.0
Fronsac,87.0,None,87.0,20.0
Margaux,81.0,81.0,None,110.17
Margaux,92.0,92.0,92.0,172.0
Saint-Emilion,None,None,87.0,37.1
Saint-Emilion,None,17.5,17.5,340.67
Saint-Julien,95.0,95.0,95.0,510.0
Sauternes,91.0,91.0,91.0,32.17
None,None,None,None,99.0
Pomerol,90.0,90.0,None,125.0
Sauternes,98.0,98.0,98.0,395.0
Médoc,None,15.5,15.5,24.5
Pomerol,91.0,91.0,91.0,76.0
Castillon Côtes de Bordeaux,None,None,90.0,16.58
Pessac-Léognan,95.0,95.0,95.0,114.83
Saint-Julien,94.0,94.0,94.0,1570.0
Pessac-Léognan,93.0,93.0,93.0,75.0
Pauillac,89.0,None,None,242.0
Haut-Médoc,None,None,86.5,24.0
Pomerol,90.0,90.0,90.0,130.0
Saint-Emilion,91.0,None,91.0,135.0
Margaux,88.0,88.0,88.0,38.58
Pauillac,90.0,90.0,90.0,77.0
Pessac-Léognan,92.0,92.0,92.0,139.0
Haut-Médoc,86.0,86.0,None,695.0
Margaux,None,None,None,86.4
Pomerol,None,None,92.5,27.58
Puisseguin-Saint-Emilion,92.0,92.0,92.0,45.8
Saint-Emilion,95.0,95.0,95.0,128.0
Saint-Estèphe,None,None,None,23000.0
Pauillac,96.0,96.0,96.0,773.33
Pauillac,None,None,None,213.0
Saint-Estèphe,90.0,90.0,90.0,225.0
Listrac,90.0,90.0,90.0,24.5
Sauternes,None,17.0,None,172.2
Pomerol,None,16.5,16.5,53.0
Pauillac,None,None,92.5,20.5
Sauternes,93.0,None,None,62.1
Pomerol,90.0,90.0,90.0,79.0
Pomerol,93.0,93.0,93.0,69.0
Castillon Côtes de Bordeaux,92.0,None,92.0,20.25
Saint-Emilion,90.0,None,90.0,160.0
Saint-Julien,89.0,89.0,89.0,123.33
Pomerol,95.0,95.0,95.0,360.0
Saint-Emilion,94.0,94.0,94.0,203.0
Margaux,91.0,91.0,91.0,61.2
Saint-Estèphe,89.0,89.0,89.0,30.17
Saint-Emilion,None,None,93.5,184.5
Haut-Médoc,None,16.0,16.0,72.24
Saint-Emilion,96.0,96.0,96.0,285.0
Pomerol,92.0,92.0,92.0,79.5
Saint-Emilion,95.0,95.0,95.0,170.5
Pessac-Léognan,87.0,87.0,87.0,35.0
Graves,90.0,90.0,90.0,25.42
Saint-Julien,89.0,89.0,89.0,72.0
Pomerol,88.0,88.0,None,77.0
Haut-Médoc,85.0,None,85.0,12.83
Pessac-Léognan,88.0,88.0,88.0,36.0
Pauillac,84.0,None,None,250.0
Saint-Emilion,95.0,95.0,95.0,234.0
Sauternes,None,17.5,None,414.0
Pauillac,89.0,None,None,37.0
Sauternes,93.0,93.0,93.0,405.0
Saint-Julien,89.0,89.0,None,150.0
Saint-Emilion,None,None,None,135.0
Pauillac,95.0,95.0,95.0,1375.0
Haut-Médoc,88.5,88.5,88.5,18.0
Pomerol,85.0,85.0,None,69.0
Saint-Emilion,92.0,92.0,92.0,108.0
Pauillac,93.0,93.0,93.0,67.67
Margaux,90.0,90.0,90.0,226.2
Sauternes,None,None,None,27.0
Saint-Julien,96.0,96.0,96.0,880.0
Sauternes,None,None,89.0,31.0
Saint-Emilion,94.0,94.0,94.0,299.0
Saint-Emilion,None,17.0,17.0,966.0
Saint-Emilion,100.0,100.0,100.0,820.0
Pessac-Léognan,92.0,92.0,92.0,50.0
Saint-Estèphe,90.0,90.0,90.0,27.0
Saint-Emilion,None,None,None,2064.0
Saint-Julien,88.0,88.0,None,140.0
Lalande de Pomerol,89.0,None,89.0,79.83
Saint-Julien,92.0,92.0,None,111.0
Saint-Emilion,92.0,92.0,92.0,57.1
Pessac-Léognan,None,None,None,95.04
Pomerol,None,16.0,16.0,420.0
Saint-Emilion,97.0,97.0,None,125.0
Bordeaux,None,None,None,26.0
Pauillac,99.0,99.0,99.0,1159.67
Saint-Emilion,97.0,97.0,97.0,300.0
Saint-Julien,97.0,97.0,97.0,435.0
Saint-Emilion,92.0,None,92.0,48.0
Pessac-Léognan,91.0,91.0,91.0,88.0
Saint-Julien,89.0,89.0,89.0,118.3
Saint-Emilion,None,15.0,None,109.2
Pauillac,86.0,None,None,210.0
Vin de France,89.0,None,89.0,26.83
None,None,None,None,207.5
Pessac-Léognan,92.0,92.0,92.0,173.33
Pomerol,91.0,91.0,91.0,67.92
Saint-Emilion,92.0,92.0,92.0,52.0
Sauternes,None,17.5,17.5,86.17
Pessac-Léognan,88.0,None,88.0,103.2
Bordeaux Blancs Secs,None,None,None,54.67
Pessac-Léognan,91.0,91.0,91.0,38.0
Margaux,88.0,None,88.0,37.0
Margaux,None,None,None,420.0
Pessac-Léognan,91.0,91.0,91.0,110.0
Saint-Emilion,94.0,94.0,94.0,40.0
Saint-Georges-Saint-Emilion,None,None,None,26.7
Pomerol,None,None,None,49.0
Saint-Julien,None,None,None,664.17
Pauillac,91.0,91.0,91.0,5852.0
Pauillac,85.0,85.0,85.0,41.4
Saint-Estèphe,88.0,88.0,88.0,126.0
Sauternes,None,None,None,168.0
Margaux,None,16.0,16.0,42.5
Pauillac,97.0,97.0,97.0,1490.0
Margaux,87.0,87.0,87.0,199.0
Pessac-Léognan,95.0,95.0,95.0,131.0
Bordeaux Blancs Secs,92.0,92.0,92.0,299.0
Haut-Médoc,90.0,90.0,90.0,90.0
Pessac-Léognan,None,15.0,15.0,136.8
Saint-Emilion,93.0,None,None,91.5
Saint-Emilion,94.0,94.0,None,410.0
Lalande de Pomerol,92.0,92.0,92.0,99.0
Saint-Emilion,98.0,98.0,None,953.0
Vin de France,90.0,None,90.0,31.67
Saint-Estèphe,93.0,93.0,93.0,455.0
Barsac,89.0,89.0,None,47.1
Pauillac,None,None,None,1236.67
Castillon Côtes de Bordeaux,93.0,93.0,93.0,45.0
Pomerol,98.0,98.0,98.0,320.0
Pomerol,91.0,None,91.0,51.17
Pessac-Léognan,98.0,98.0,98.0,240.0
Saint-Estèphe,86.0,86.0,86.0,71.67
Saint-Julien,None,None,92.0,32.7
Pessac-Léognan,94.0,94.0,94.0,124.83
Pomerol,91.0,91.0,91.0,75.0
Saint-Emilion,None,None,None,2250.0
Saint-Julien,95.0,95.0,95.0,388.0
Saint-Emilion,92.5,92.5,92.5,43.67
Haut-Médoc,91.0,91.0,91.0,45.0
Saint-Emilion,88.5,None,88.5,40.9
Pessac-Léognan,91.0,91.0,91.0,46.9
Saint-Emilion,None,15.0,15.0,184.8
Pomerol,None,None,None,55.0
Sauternes,90.0,90.0,90.0,42.0
Pessac-Léognan,92.0,92.0,92.0,41.67
Saint-Emilion,93.0,93.0,93.0,147.67
Saint-Julien,91.0,91.0,91.0,230.0
Pessac-Léognan,None,None,None,13.83
Saint-Emilion,92.0,92.0,92.0,373.0
Saint-Estèphe,88.0,88.0,88.0,27.17
Saint-Julien,93.0,93.0,93.0,710.0
Pomerol,89.0,None,89.0,126.0
Pomerol,None,16.0,16.0,252.0
Saint-Emilion,93.0,93.0,None,535.0
Saint-Estèphe,None,None,None,25.0
Pessac-Léognan,92.0,92.0,92.0,73.83
Pauillac,92.5,92.5,92.5,2016.0
Pessac-Léognan,93.0,93.0,93.0,74.83
Pessac-Léognan,93.0,93.0,93.0,69.0
Pessac-Léognan,91.0,91.0,91.0,37.1
Sauternes,None,17.0,None,143.4
Pauillac,None,None,None,58.33
Saint-Emilion,89.0,89.0,89.0,25.0
Saint-Estèphe,88.0,88.0,88.0,615.0
Pomerol,91.0,91.0,91.0,344.67
Saint-Estèphe,88.0,88.0,88.0,690.0
Margaux,89.5,89.5,89.5,45.0
Saint-Emilion,91.0,91.0,91.0,33.8
Pessac-Léognan,85.0,85.0,85.0,79.0
Pessac-Léognan,94.0,94.0,94.0,660.0
Bordeaux,None,None,None,8.67
Saint-Julien,94.0,94.0,94.0,295.0
Saint-Emilion,91.0,91.0,91.0,44.7
Saint-Julien,88.0,None,None,150.0
Barsac,None,17.0,None,207.6
Sauternes,95.0,95.0,95.0,60.0
Haut-Médoc,85.0,85.0,85.0,35.0
Pessac-Léognan,92.0,92.0,92.0,62.42
Pessac-Léognan,89.0,None,89.0,20.83
Francs Côtes de Bordeaux,89.5,None,89.5,114.0
Bordeaux Blancs Secs,None,None,None,120.0
Margaux,92.0,92.0,92.0,65.42
Saint-Emilion,97.0,97.0,97.0,257.33
Vin de France,None,None,94.0,32.3
Pauillac,88.0,88.0,88.0,98.0
Saint-Emilion,None,15.5,15.5,34.0
Saint-Julien,89.0,89.0,89.0,36.2
Pomerol,90.0,None,90.0,45.0
Saint-Emilion,None,16.0,16.0,172.2
Pauillac,91.5,91.5,91.5,319.2
Saint-Julien,90.0,None,None,107.0
Margaux,96.0,96.0,96.0,426.33
Sauternes,89.0,89.0,None,49.1
Montagne-Saint-Emilion,None,None,91.0,14.2
Pessac-Léognan,87.5,87.5,None,156.0
Saint-Julien,89.0,89.0,89.0,39.0
Pessac-Léognan,None,None,92.0,19.3
Margaux,88.0,88.0,None,350.0
Listrac,None,16.0,16.0,76.5
Pessac-Léognan,92.0,92.0,92.0,240.0
Saint-Emilion,94.0,94.0,94.0,40.0
Sauternes,None,17.5,None,238.26
Pauillac,100.0,100.0,100.0,1360.0
Haut-Médoc,None,15.5,15.5,15.75
Pessac-Léognan,96.0,96.0,None,394.83
Margaux,93.0,None,None,2750.0
Saint-Emilion,94.0,94.0,94.0,54.5
Margaux,94.0,94.0,94.0,112.9
Pauillac,92.0,92.0,92.0,680.0
Margaux,93.0,None,93.0,925.0
Margaux,90.0,90.0,90.0,218.4
None,None,None,None,None
Pessac-Léognan,92.0,92.0,92.0,50.0
Pomerol,90.0,None,90.0,38.17
Saint-Emilion,87.0,87.0,87.0,51.17
Barsac,88.0,88.0,None,60.0
Saint-Emilion,92.0,92.0,92.0,168.0
Sauternes,None,None,None,31.6
Sauternes,None,None,None,67.5
Sauternes,91.0,91.0,91.0,60.0
Saint-Julien,94.0,94.0,None,310.0
Pessac-Léognan,91.0,None,91.0,26.0
Margaux,94.0,94.0,94.0,171.6
Bordeaux,None,None,92.0,25.17
Saint-Julien,92.0,92.0,92.0,69.0
Margaux,95.0,95.0,95.0,80.0
Margaux,None,None,None,362.0
Pauillac,98.0,98.0,98.0,2295.0
Pomerol,88.0,None,88.0,98.0
Barsac,95.0,None,None,56.17
Castillon Côtes de Bordeaux,None,None,87.0,14.0
Margaux,90.0,None,90.0,29.9
Saint-Estèphe,95.0,95.0,95.0,253.3
Pauillac,92.0,92.0,92.0,260.0
Haut-Médoc,90.5,None,90.5,29.0
Saint-Emilion,90.0,90.0,90.0,38.0
Pessac-Léognan,96.0,96.0,96.0,175.0
Moulis,82.0,82.0,82.0,112.67
Sauternes,93.0,93.0,93.0,57.0
Saint-Julien,91.0,91.0,91.0,95.0
Saint-Julien,88.0,88.0,88.0,91.67
Bordeaux Blancs Secs,None,None,None,46.83
Pessac-Léognan,91.0,91.0,91.0,120.0
Sauternes,93.0,93.0,93.0,187.0
Saint-Julien,97.0,97.0,97.0,110.0
Pessac-Léognan,91.0,None,91.0,25.0
Saint-Emilion,95.0,95.0,95.0,415.0
Saint-Emilion,None,16.0,16.0,44.0
Saint-Emilion,None,None,94.5,159.6
Saint-Julien,89.0,89.0,None,92.0
Pessac-Léognan,96.0,96.0,None,650.0
Sauternes,None,None,None,130.2
Margaux,90.0,90.0,90.0,134.0
Pessac-Léognan,96.0,96.0,96.0,228.83
Pauillac,96.0,96.0,96.0,850.0
Pessac-Léognan,None,None,91.0,64.3
Saint-Julien,93.0,93.0,93.0,1390.0
Saint-Emilion,None,16.0,16.0,134.52
Puisseguin-Saint-Emilion,90.0,None,90.0,65.8
Bordeaux Blancs Secs,90.5,None,90.5,45.8
Saint-Emilion,None,16.0,16.0,140.8
None,None,None,None,59.0
None,None,None,None,None
Pauillac,94.0,None,94.0,49.92
Saint-Estèphe,None,None,None,21.3
Pessac-Léognan,93.0,93.0,None,756.0
Margaux,88.0,88.0,88.0,56.7
Pessac-Léognan,100.0,100.0,100.0,290.0
Saint-Julien,95.0,95.0,95.0,115.0
Pauillac,96.0,96.0,96.0,725.0
Haut-Médoc,None,None,92.0,19.6
Pomerol,None,16.5,16.5,62.3
Haut-Médoc,86.0,86.0,None,16.4
Pessac-Léognan,96.0,96.0,96.0,122.0
Saint-Emilion,None,None,92.5,34.0
Pessac-Léognan,94.5,94.5,94.5,456.0
Margaux,98.0,98.0,98.0,165.0
Saint-Emilion,89.5,89.5,89.5,49.0
Pessac-Léognan,None,16.0,None,155.4
Sauternes,None,None,None,190.2
Saint-Emilion,90.0,90.0,90.0,107.17
Bordeaux Blancs Secs,None,None,None,252.0
Pessac-Léognan,90.0,90.0,90.0,149.0
Sauternes,None,None,None,45.8
Pessac-Léognan,100.0,100.0,100.0,1230.83
Pessac-Léognan,92.0,92.0,92.0,140.8
Pauillac,90.0,90.0,90.0,43.6
Saint-Julien,88.0,88.0,88.0,139.0
Pauillac,None,None,None,365.0
Saint-Emilion,94.0,94.0,94.0,60.0
Saint-Emilion,90.0,90.0,90.0,67.5
Sauternes,None,17.5,None,261.0
Saint-Emilion,93.0,93.0,93.0,105.0
Pauillac,94.0,94.0,94.0,101.0
Saint-Emilion,94.0,94.0,94.0,38.2
Pauillac,91.0,91.0,91.0,125.0
Bordeaux,None,None,None,35.33
Pomerol,96.0,96.0,96.0,377.0
Saint-Julien,92.0,92.0,92.0,129.0
Haut-Médoc,None,None,None,9.5
Saint-Julien,94.0,None,94.0,305.0
Médoc,80.5,None,None,165.0
Médoc,None,None,None,20.75
Saint-Julien,91.0,91.0,91.0,64.3
Sauternes,95.0,95.0,None,390.0
Saint-Julien,95.0,95.0,95.0,3700.0
Margaux,93.0,93.0,93.0,910.0
Saint-Emilion,90.0,None,90.0,37.5
Pauillac,92.0,92.0,92.0,185.0
Puisseguin-Saint-Emilion,None,None,None,15.3
Pauillac,93.0,93.0,93.0,280.0
Saint-Estèphe,None,None,92.5,25.4
Médoc,86.0,86.0,86.0,19.8
Moulis,90.0,90.0,90.0,86.1
Bordeaux Blancs Secs,89.0,None,89.0,13.8
Saint-Emilion,None,None,88.5,36.0
Saint-Julien,89.0,89.0,89.0,133.0
Bordeaux Blancs Secs,None,None,90.0,46.0
Saint-Estèphe,None,None,None,79.8
Saint-Emilion,91.0,91.0,91.0,211.8
Sauternes,None,None,None,62.08
Sauternes,91.0,91.0,91.0,52.3
Sauternes,94.0,94.0,94.0,140.0
Margaux,96.0,96.0,96.0,985.0
Pessac-Léognan,91.0,91.0,91.0,68.5
Bordeaux Blancs Secs,None,None,None,26.0
Pomerol,94.0,94.0,94.0,138.0
Saint-Emilion,89.0,89.0,None,44.7
Fronsac,90.0,None,90.0,15.3
Bordeaux Blancs Secs,None,None,None,10.2
Sauternes,None,None,None,61.25
Pomerol,94.0,94.0,94.0,265.0
Saint-Emilion,None,15.5,15.5,41.0
Sauternes,None,None,None,77.5
Saint-Emilion,95.0,95.0,95.0,126.83
Saint-Julien,89.0,89.0,None,310.0
Margaux,89.0,89.0,None,97.0
Saint-Emilion,None,16.0,16.0,55.2
Pessac-Léognan,None,None,None,780.0
Pauillac,92.0,92.0,92.0,850.0
Pauillac,91.0,91.0,91.0,245.0
Bordeaux Blancs Secs,None,16.0,16.0,39.33
Sauternes,98.0,None,None,385.0
Saint-Julien,None,16.0,None,31.1
Moulis,88.5,88.5,None,198.0
Pessac-Léognan,91.0,91.0,91.0,40.7
Sauternes,92.0,92.0,None,35.5
Saint-Emilion,None,None,90.5,117.6
Saint-Emilion,None,None,92.5,28.0
Haut-Médoc,87.0,87.0,87.0,32.5
Bordeaux Blancs Secs,None,None,None,28.5
Sauternes,90.0,90.0,None,47.6
Saint-Emilion,94.0,94.0,94.0,159.8
Pessac-Léognan,95.0,95.0,95.0,191.7
Saint-Emilion,96.0,96.0,96.0,209.0
Margaux,92.0,92.0,None,191.0
Sauternes,None,17.0,17.0,35.0
Barsac,None,None,None,252.0
Saint-Emilion,None,None,92.5,48.0
Margaux,98.0,98.0,98.0,720.0
Saint-Emilion,None,None,None,160.0
Saint-Emilion,91.0,91.0,None,270.0
Saint-Emilion,None,None,97.5,39.4
Haut-Médoc,92.0,92.0,92.0,51.0
Pauillac,None,None,None,43.67
Pauillac,91.0,91.0,91.0,999.0
Pomerol,84.0,84.0,None,34.0
Saint-Emilion,None,None,None,2070.0
Pauillac,91.0,91.0,91.0,48.0
Haut-Médoc,None,None,None,133.0
Saint-Emilion,95.0,95.0,95.0,560.0
Barsac,None,16.5,None,59.0
Pauillac,94.0,94.0,None,1090.0
Bordeaux Blancs Secs,93.5,93.5,None,350.0
